gene_name	E10.5_Brain	E12.5_Brain	E14.5_Brain	E16.5_Brain	P0_Brain	P21_Brain	8W_Brain
Gnai3	183.4181475	167.6574445	96.48130691	105.3146125	80.73906873	22.31801574	33.27068984
Cdc45	62.39223871	35.86255496	6.608308693	9.272984749	2.436092591	0.999314137	2.446374253
H19	818.6162404	341.590836	308.9384314	477.8898926	202.1956851	2.6648377	0.489274851
Scml2	2.255141158	2.689691622	5.286646954	2.649424214	3.8281455	0.333104712	0.489274851
Apoh	0	0.224140969	0.330415435	1.98706816	5.220198409	1.998628275	0.978549701
Narf	58.13252763	100.6392949	96.81172235	103.6587224	67.51456609	62.62368594	44.52401141
Cav2	5.763138515	8.741497773	9.582047604	16.22772331	21.22880686	44.63603147	60.18080663
Klf6	28.3145501	29.58660785	44.27566824	57.95615468	38.62946823	23.9835393	40.12053775
Scmh1	14.53313191	23.5348017	46.25816085	35.43604886	37.58542855	17.65454976	29.84576589
Cox5a	358.5674441	385.7466068	505.8660304	511.3388733	640.3443382	744.8221371	459.4290847
Tbx2	3.257426117	0.672422906	4.625816085	2.649424214	1.740066136	0	0.489274851
Tbx4	0	0	0	0.331178027	0	0	0
Zfy2	0	0	0	0	0	0	0
Ngfr	10.52399207	13.67259908	40.97151389	24.50717398	16.35662168	0.999314137	0.489274851
Wnt3	1.503427439	4.034537434	4.29540065	6.623560535	6.612251318	3.99725655	1.957099403
Wnt9a	6.013709755	7.172510993	2.973738912	5.961204481	3.480132273	17.32144505	18.59244432
Fer	13.02970447	12.55189424	12.55578652	10.59769686	7.308277773	6.328989537	7.82839761
Xpo6	36.08225853	50.20757695	61.12685541	52.32612822	34.10529627	27.31458642	36.6956138
Tfe3	15.53541687	23.31066073	23.45949586	16.89007936	19.1407275	18.98696861	26.91011679
Axin2	30.56969125	42.36264305	35.68486694	18.87714752	14.61655555	7.661408387	11.74259642
Brat1	9.271135872	14.56916295	14.53827912	14.9030112	14.96456877	14.98971206	16.14607007
Gna12	55.62681523	94.58748872	100.1158767	97.03516183	87.35132005	78.61271214	90.51584737
Slc22a18	0	0	0.330415435	0.662356053	1.392052909	0.666209425	0.489274851
Itgb2l	0	0	0.660830869	0	0	0	0
Igsf5	0	0.224140969	0	0	0	0.333104712	1.467824552
Pih1d2	3.257426117	4.258678402	4.625816085	3.311780267	1.392052909	1.998628275	0.978549701
Dlat	27.0616939	26.00035235	35.02403607	46.36492374	54.98608991	84.60859697	67.51992939
Sdhd	192.4387122	138.7432595	125.8882806	124.5229381	145.1215158	150.8964347	130.1471103
Ccnd2	331.0046078	410.4021134	112.3412478	139.7571273	36.88940209	22.98422516	45.50256111
Gpr107	22.55141158	26.89691622	34.3632052	33.4489807	29.92913755	25.64906286	22.01736828
Btbd17	30.82026249	34.51770915	22.46824955	27.15659819	32.71324336	49.96570687	33.75996469
Slfn4	0	0	0	0	0	0	0
Th	3.257426117	6.724229056	14.53827912	6.623560535	13.57251586	3.331047125	1.467824552
Ins2	0	0.224140969	0.330415435	0	1.044039682	0.333104712	0
Scnn1g	0	0	0.991246304	0	0	0.333104712	0
Drp2	2.505712398	8.965638741	21.80741869	16.89007936	13.22450264	7.661408387	31.31359044
Tspan32	3.006854877	0.224140969	0.991246304	0	0.348013227	0.666209425	0
Lhx2	93.96421492	303.7110124	89.21216735	123.1982259	64.38244705	62.62368594	78.2839761
Gmpr	17.79055802	15.6898678	27.75489651	16.89007936	30.97317723	80.61134042	59.69153178
Mid2	5.512567275	4.931101308	22.13783412	11.26005291	12.52847618	14.65660735	17.61389462
Trim25	4.510282316	2.241409685	6.608308693	4.967670401	2.088079364	0.999314137	1.957099403
Dgke	4.510282316	7.172510993	17.51201804	18.5459695	14.61655555	19.65317804	29.35649104
Scpep1	36.33282977	23.31066073	26.10281934	27.48777622	22.27284655	13.65729321	22.99591798
Mnt	11.77684827	23.5348017	37.33694411	24.17599595	14.96456877	12.32487436	30.82431559
Itgb2	0.50114248	0.896563874	0.660830869	0	0.696026455	2.331732987	4.892748506
Hddc2	63.89566614	44.82819371	39.98026759	35.10487083	51.50595764	25.31595815	18.59244432
Tpd52l1	20.7974129	7.844933899	16.52077173	22.18892779	22.968873	45.63534561	22.50664313
Pemt	26.30998018	10.08634358	13.87744825	15.89654528	13.92052909	15.65592149	15.16752037
Cdh1	7.015994714	2.017268717	4.625816085	3.974136321	2.436092591	0.666209425	0.978549701
Cdh4	10.52399207	24.2072246	53.52730041	52.65730625	41.06556082	7.328303674	8.317672461
Ckmt1	1.503427439	8.517356804	57.49228563	84.78157484	128.4168809	390.398723	265.6762439
Bcl6b	2.255141158	2.465550654	3.304154346	7.285916588	4.872185182	0.999314137	0.489274851
Clec10a	0	0.672422906	0.991246304	0.662356053	1.044039682	2.997942412	0.489274851
Alox12	1.252856199	0.448281937	0.330415435	0.99353408	0.348013227	0	0
Comt	40.09139837	27.56933913	43.61483737	39.74136321	52.89801055	72.94993203	63.60573058
Rtca	96.21935608	84.27700417	83.59510496	85.11275287	88.74337296	79.27892157	77.79470125
Dbt	13.28027571	8.069074867	14.53827912	16.55890134	12.87648941	9.326931949	19.57099403
Dazap2	151.8461713	149.726167	114.3237404	97.03516183	122.8486692	147.2322829	180.5424199
Mcts1	44.60168068	78.44933899	78.63887344	84.11921879	98.13973009	71.95061789	61.64863118
Rem1	0.25057124	0	0.330415435	0.662356053	0.348013227	0.666209425	0
Rnf17	0	0.448281937	0.330415435	0	0.348013227	0	0
Trappc10	10.27342083	13.22431714	29.40697368	18.21479147	18.44470105	26.31527228	28.37794134
Ccm2	49.36253424	56.70766504	51.5448078	61.26793495	67.51456609	75.94787444	47.94893536
Tbrg4	28.56512134	25.77621138	23.78991129	24.17599595	21.92483332	21.98491102	25.44229223
Tmprss2	0	0	0	0	0	0.999314137	0
Fap	7.767708433	0.448281937	0.660830869	2.649424214	0.696026455	2.997942412	1.957099403
Gcg	0	1.120704843	0.991246304	1.324712107	0	0	0
Ndufa9	159.1127373	137.6225547	118.619141	133.1335667	146.5135687	164.8868327	141.8897067
Egfl6	2.255141158	2.241409685	2.312908042	1.324712107	1.392052909	1.33241885	0
Lck	7.015994714	4.258678402	8.921216735	10.26651883	12.52847618	2.6648377	0.978549701
Tssk3	0	0	0	0.331178027	0.696026455	0	0.978549701
Cttnbp2	2.505712398	8.069074867	14.86869456	22.85128384	13.57251586	19.98628275	48.92748506
Galnt1	54.87510151	42.58678402	26.43323477	32.78662465	25.75297882	15.9890262	20.06026888
Myf5	0.751713719	0	0	0	0.348013227	0	0
Mkrn2	20.7974129	25.77621138	39.98026759	47.35845782	44.89370632	38.30704193	36.20633895
Pparg	0.50114248	0	0.660830869	0	0.348013227	2.6648377	1.957099403
Raf1	88.2010764	113.639471	121.2624645	136.776525	120.4125766	57.29401054	43.05618686
Septin1	9.772278352	8.069074867	4.29540065	2.318246187	2.784105818	1.33241885	3.914198805
Pdgfb	5.763138515	6.275947119	12.88620195	12.25358699	15.312582	19.98628275	25.44229223
Acvrl1	6.013709755	4.258678402	7.269139562	9.604162775	4.872185182	4.330361262	5.871298208
Tamalin	5.261996035	5.603524213	7.269139562	3.974136321	3.132119046	32.31115711	38.6527132
Acvr1b	16.28713059	46.17303952	80.62136605	65.24207127	67.16655287	53.29675399	83.17672461
Tom1l2	10.27342083	26.00035235	64.10059432	48.68316993	49.06986505	97.93278546	176.1389462
Gpa33	0.25057124	0	0	0	0	0	0
Zfp385a	39.08911341	37.20740078	69.38724127	46.36492374	48.02582537	43.30361262	60.18080663
Itga5	19.5445567	7.172510993	5.617062389	7.617094615	5.916224864	2.997942412	1.957099403
Gabra2	1.002284959	4.034537434	16.52077173	13.5782991	15.66059523	16.65523562	29.84576589
Wdr77	61.64052499	48.19030823	44.27566824	45.04021164	33.75728305	30.64563355	32.78141499
Adora3	0	0	0.660830869	0.331178027	0.348013227	0.333104712	1.467824552
Atp5pb	576.0632803	583.2148001	504.2139532	534.5213352	667.1413567	756.480802	422.733471
Sox9	33.82711737	71.05268702	34.03278977	30.79955649	12.52847618	4.996570687	24.95301738
Hnrnpd	485.3564915	475.1788533	346.9362064	302.6967164	175.0506533	61.95747652	82.68744976
Dynlt1c	140.8210368	219.8822901	216.0916942	178.8361344	207.0678702	34.30978538	12.23187127
C1d	171.6412993	179.9851977	156.2865006	178.8361344	219.9443596	111.9231834	85.13382401
Gm2a	11.02513455	16.58643167	35.68486694	41.39725334	47.32979891	53.62985871	84.64454916
Krit1	29.06626381	28.91418494	21.47700325	20.86421568	8.352317455	13.3241885	22.99591798
Clcn4	29.81797753	73.74237865	149.3477765	142.7377295	136.0731719	127.2460002	165.3748995
Sema4f	1.753998678	4.931101308	19.49451064	18.21479147	15.66059523	14.98971206	25.44229223
Hk2	20.54684166	10.75876649	2.312908042	1.324712107	1.740066136	0.333104712	0.978549701
Myo18a	24.05483902	55.36281923	75.3347191	67.22913943	37.93344177	41.30498435	97.36569528
Sez6	1.002284959	64.55259894	138.1136517	134.4582789	137.813238	74.9485603	130.6363851
Haao	0	0	0	0	0.696026455	0.666209425	0
Cd52	5.011424796	1.56898678	4.625816085	0.662356053	1.740066136	4.330361262	2.446374253
Abhd15	0.50114248	0	0.330415435	0	0.696026455	0.333104712	0
Hoxb6	0.25057124	0	47.91023802	12.25358699	10.44039682	0	0
Loxl3	3.507997357	2.017268717	5.617062389	3.311780267	1.740066136	1.33241885	2.446374253
Btn1a1	0	0	0.991246304	0	0.348013227	0	0
Kat2b	6.765423474	11.87947133	18.1728489	12.91594304	10.44039682	11.99176965	22.50664313
Rab5b	57.63138515	95.48405259	99.78546126	115.5811313	107.5360872	93.93552892	137.9755079
Dnmt3l	0	0	0.330415435	0	0	0.333104712	0
Icosl	1.753998678	0.448281937	0.991246304	1.324712107	1.740066136	2.997942412	4.403473656
Spg7	25.30769522	34.74185012	37.33694411	36.09840491	55.33410314	47.63397388	42.56691201
Sult5a1	2.255141158	0.672422906	0.660830869	1.98706816	0.696026455	0.333104712	0.978549701
Rpl13	3756.313456	2972.781666	2009.917089	2448.067974	2679.005824	1388.713546	1010.841841
Chmp1a	66.40137854	110.9497794	132.1661739	158.3030968	169.8304549	133.5749897	112.5332156
Rpa1	110.2513455	79.12176189	40.31068302	48.02081388	33.75728305	42.6374032	33.75996469
Serpinf1	27.81340762	13.67259908	16.52077173	24.83835201	17.05264814	19.32007332	6.360573058
Tubgcp3	40.84311208	35.41427303	37.33694411	39.41018518	30.625164	26.31527228	28.86721619
Polr3d	25.55826646	28.91418494	23.45949586	27.15659819	33.06125659	21.98491102	15.65679522
Tcf7	14.03198943	7.844933899	8.5908013	6.623560535	3.132119046	1.665523562	0.978549701
Ddx3x	217.9969786	187.6059907	172.1464414	157.9719188	120.4125766	84.27549225	105.1940929
Il12rb1	0.50114248	0	0	0	0	1.998628275	0.978549701
Slc5a5	0.25057124	0.224140969	1.321661739	1.655890134	4.176158727	13.3241885	28.37794134
Kcnn3	0	0.224140969	0.330415435	0.331178027	0.348013227	0.333104712	0.978549701
Usp32	18.79284298	39.8970924	51.21439237	55.30673046	48.02582537	60.62505767	87.09092341
Car4	5.512567275	1.120704843	2.312908042	1.324712107	4.872185182	47.9670786	51.37385932
Txnrd3	7.517137194	7.172510993	10.24287847	14.57183318	21.92483332	3.331047125	1.467824552
Fasl	0	0.224140969	0.660830869	0.331178027	0	0	0
Zfp512b	22.0502691	39.67295143	67.7351641	56.9626206	44.89370632	16.98834034	45.50256111
Dnajc5	46.35567936	91.67365613	181.0676582	183.8038048	154.8658861	113.588707	166.3534492
Tpd52l2	68.40594846	66.56986765	38.98902129	51.33259414	55.68211637	65.28852364	36.6956138
Fmr1	46.6062506	44.1557708	37.00652868	41.06607532	39.67350791	38.97325136	46.97038566
Bcl11a	25.8088377	108.4842288	149.3477765	170.5566838	109.9721798	76.61408387	118.8937887
Il4	0	0	0	0	0	0	0
Pxmp4	5.512567275	4.258678402	8.260385866	8.279450668	10.78841005	9.993141374	9.296222162
Dlg3	40.09139837	50.20757695	58.15311649	50.00788204	48.37383859	77.613398	119.3830636
Gnb1l	9.271135872	8.069074867	6.938724127	9.935340802	13.92052909	5.329675399	5.382023357
Dbh	0.751713719	0.224140969	4.29540065	1.324712107	2.784105818	0.333104712	0.489274851
Mmp11	13.53084695	14.56916295	14.20786369	17.22125739	8.700330682	0.333104712	0.489274851
Smarcb1	103.485922	157.1228189	172.4768569	157.6407407	135.7251586	68.95267548	71.43412819
Vpreb3	0	0	0.330415435	0.331178027	0.348013227	0	0
Hip1r	8.018279673	14.34502199	33.04154346	42.0596094	43.50165341	42.30429848	54.30950842
Nsun5	15.28484563	13.44845811	14.20786369	17.88361344	13.22450264	6.995198962	11.25332156
Top1mt	8.018279673	4.258678402	9.912463039	10.92887488	10.44039682	10.6593508	11.25332156
Hoxa10	2.255141158	0	0	0	0	0	0
Hoxa4	0	0.224140969	40.31068302	10.92887488	11.4844365	0	0.978549701
Mmp14	22.55141158	18.37955942	25.7724039	17.22125739	20.88079364	2.997942412	2.446374253
Slc7a7	4.009139837	4.034537434	3.964985216	6.954738561	2.784105818	1.665523562	2.446374253
Oxa1l	58.13252763	69.48370024	84.58635127	84.11921879	75.51887032	55.62848698	41.5883623
Heatr6	12.02741951	15.24158586	23.12908042	13.24712107	12.52847618	1.998628275	11.25332156
Ccl3	2.255141158	0.224140969	0.330415435	0.331178027	1.392052909	0.333104712	0.489274851
Wfdc18	0	0	0	0.331178027	0.348013227	2.331732987	1.957099403
Icam4	5.512567275	0	1.652077173	0	0	1.33241885	2.446374253
Ilf2	192.6892834	203.2958585	162.2339784	159.2966309	124.2407221	56.62780112	59.69153178
Chtop	233.2818242	288.0211446	221.3783412	254.6759026	222.3804522	159.890262	141.4004318
Snapin	29.06626381	31.37973559	41.9627602	34.77369281	37.93344177	36.97462308	60.18080663
S100a4	1.252856199	1.56898678	0.660830869	2.649424214	2.088079364	5.995884824	4.892748506
S100a3	0	0	1.321661739	0.662356053	1.044039682	0.333104712	0.489274851
S100a5	0	0	0	0	0	0	0
S100a6	24.5559815	17.48299555	35.35445151	29.80602241	36.88940209	68.28646606	52.35240902
Scn4a	0	0	0	0	0	0	0
Icam2	10.77456331	7.396651962	11.23412478	10.26651883	8.700330682	8.993827237	1.957099403
Mapk7	41.84539704	48.86273114	51.87522324	54.31319638	42.45761373	10.6593508	16.63534492
Epn2	15.03427439	28.91418494	45.92774541	48.02081388	52.54999732	40.63877492	84.15527431
B9d1	62.89338119	54.91453729	24.12032673	27.48777622	30.625164	25.64906286	19.57099403
Sec24b	21.04798414	24.87964751	33.3719589	30.46837846	23.31688623	13.3241885	35.7170641
N4bp3	12.77913323	5.379383245	15.85994086	18.21479147	25.05695236	8.327617812	9.785497013
Rmnd5b	14.03198943	28.24176203	49.56231519	39.41018518	46.63377246	48.96639273	57.24515752
Nhp2	232.7806818	144.5709247	82.27344322	99.02222999	109.6241666	101.930042	71.43412819
Vps9d1	11.27570579	21.51753298	48.90148433	39.74136321	52.54999732	41.30498435	46.97038566
Zfp276	9.521707112	10.75876649	9.582047604	12.91594304	13.57251586	8.993827237	8.317672461
C1ql4	0.751713719	12.55189424	22.13783412	7.617094615	8.700330682	2.331732987	0
Mfsd10	22.30084034	22.18995588	23.78991129	25.50070806	26.44900527	10.6593508	14.67824552
Luzp1	47.10739308	27.12105719	23.12908042	16.89007936	10.78841005	36.64151837	66.05210484
Slc13a2	0	0	0	0	0	0.333104712	0
Kctd10	58.38309887	73.51823768	65.75267149	61.26793495	53.594037	32.31115711	37.6741635
Poldip2	52.87053159	71.27682799	80.62136605	96.04162775	107.8841005	106.2604033	84.15527431
Sebox	0	0.448281937	0.330415435	0	0	4.330361262	8.806947311
Ift20	69.65880466	77.32863414	67.40474866	87.09982103	129.4609206	142.9019216	95.40859587
Col6a1	6.264280995	11.20704843	20.15534151	25.16953003	13.57251586	2.997942412	9.785497013
Pcbp3	21.29855538	24.87964751	33.70237433	35.76722689	38.281455	38.97325136	40.6098126
Lgals9	1.002284959	3.586255496	8.5908013	7.285916588	10.78841005	8.327617812	7.33912276
Araf	50.86596168	95.48405259	174.1289341	186.4532291	234.9089284	255.4913145	161.9499756
Cfp	5.011424796	8.069074867	10.24287847	5.630026455	3.8281455	1.33241885	6.360573058
Timp1	8.769993392	4.482819371	5.617062389	6.954738561	3.132119046	0.333104712	0.978549701
Uxt	56.87967143	49.08687211	23.45949586	24.50717398	21.22880686	20.65249217	13.21042097
Cnnm3	11.77684827	20.17268717	19.49451064	32.12426859	16.35662168	10.99245551	22.99591798
Lman2l	18.54227174	25.10378848	30.72863542	24.50717398	23.31688623	28.64700527	22.01736828
Mcm3ap	29.81797753	30.93145366	36.67611324	32.78662465	28.18907141	13.99039792	30.82431559
Pcnt	21.54912662	11.65533036	12.55578652	5.961204481	2.436092591	3.99725655	17.61389462
Ftcd	0	0	0.991246304	0.331178027	1.044039682	0	0
Mxd1	5.011424796	15.91400877	19.49451064	14.57183318	7.308277773	8.660722524	16.14607007
Gmcl1	22.55141158	38.10396465	36.67611324	33.4489807	14.26854232	8.993827237	13.21042097
Snrnp27	121.2764801	128.432775	76.3259654	82.79450668	86.30728037	77.613398	53.33095872
Oas1c	0	1.120704843	0	0.99353408	0	2.6648377	0.489274851
Oas1h	0	0	0	0	0	0	0
Ocrl	14.28256067	22.18995588	43.94525281	35.43604886	35.84536241	20.65249217	36.6956138
Calm1	499.3884809	563.9386768	581.8615804	610.0299252	702.2906927	1217.164619	1404.708096
Agpat3	16.53770183	31.15559463	35.35445151	45.70256769	53.94205023	100.2645185	85.62309886
Sema6b	3.257426117	17.03471361	56.83145476	57.29379863	68.21059255	81.61065455	106.6619174
Uhrf1	195.9467095	107.8118059	30.39821999	25.83188609	6.612251318	0.333104712	0.978549701
Dpp9	36.58340101	35.86255496	40.64109846	30.79955649	28.18907141	35.30909952	51.86313417
Ramp2	72.66565954	65.67330378	96.81172235	92.39866946	107.5360872	81.61065455	51.86313417
Lsr	17.28941555	14.79330392	11.56454021	14.9030112	12.18046296	5.329675399	1.957099403
Gramd1a	43.34882448	108.2600878	146.704453	151.6795362	135.3771454	55.62848698	79.2625258
Hpn	0.25057124	0.224140969	0.330415435	0	1.392052909	0.333104712	0.978549701
Gabrg1	0.50114248	1.120704843	12.55578652	16.55890134	25.75297882	13.65729321	14.18897067
Ckb	784.789123	1110.84264	911.6161841	887.5571117	1230.574772	2410.012595	2611.749153
Sp1	51.6176754	39.00052852	30.39821999	16.55890134	8.352317455	3.331047125	16.63534492
Itgb7	0	0.448281937	0	0.662356053	0.696026455	2.331732987	0.978549701
Myg1	79.93222549	58.05251085	41.63234476	42.72196545	39.32549468	32.64426182	41.09908745
Rarg	18.2917005	6.500088087	7.599554996	7.285916588	6.612251318	5.995884824	6.360573058
Pfdn5	331.255179	374.7636994	358.5007466	360.6528711	383.1625632	302.1259742	334.6639978
Efnb2	40.59254084	72.39753284	41.9627602	63.25500311	31.32119046	17.65454976	27.39939164
Rrp15	56.62910019	30.93145366	24.12032673	18.5459695	8.352317455	8.660722524	8.806947311
Rnd2	66.40137854	243.4170918	122.2537108	170.2255057	201.8476718	337.101969	120.8508881
Srr	12.77913323	30.70731269	42.9540065	47.68963585	35.84536241	71.61751318	91.98367192
Sync	0.25057124	0.224140969	1.321661739	0.662356053	2.088079364	0.333104712	0.978549701
Fndc5	0.50114248	1.344845811	14.20786369	15.89654528	22.27284655	102.5962514	72.41267789
Acp5	22.30084034	1.793127748	1.321661739	6.292382508	1.740066136	1.998628275	0
Cnn1	3.006854877	0.448281937	0.660830869	0.99353408	0.696026455	0.333104712	0
Fbxo9	19.29398546	24.87964751	59.47477823	67.22913943	115.5403915	132.2425708	94.91932102
Vps50	41.5948258	44.37991177	28.41572738	47.68963585	40.71754759	53.62985871	57.73443238
Hars1	91.20793128	97.50132131	109.0370934	118.2305555	135.7251586	147.8984923	98.83351983
Zmat2	130.2970447	117.6740085	98.79421495	100.6781201	79.34701582	194.8662568	231.4270044
Ube2c	334.0114626	220.1064311	65.75267149	52.98848428	36.54138887	1.665523562	1.467824552
Smg5	46.10510812	60.74220247	45.92774541	49.01434796	52.20198409	41.30498435	58.71298208
Cct3	638.455519	446.0405274	295.0609831	330.1844927	295.46323	159.890262	142.8682564
Glmp	30.82026249	24.2072246	35.68486694	36.76076097	30.97317723	50.29881158	46.97038566
Mef2d	10.02284959	20.17268717	29.73738912	32.45544662	39.67350791	59.95884824	115.4688648
Tmem79	0.25057124	0.672422906	0	0	0	0.333104712	0.489274851
Snd1	74.16908698	67.01814959	78.30845801	73.19034391	81.78310841	46.63465975	69.47702879
Col18a1	72.16451706	32.27629947	31.71988172	17.22125739	10.44039682	1.665523562	0.489274851
Slc19a1	13.53084695	15.01744489	20.81617238	25.50070806	25.40496559	17.65454976	13.21042097
Kpnb1	288.1569258	186.9335678	140.0961443	120.2176237	77.60694968	54.62917284	82.68744976
Npepps	54.37395903	80.69074867	136.4615745	91.73631341	93.26754491	60.29195296	110.0868414
Tbx21	0	0.672422906	0	0	0	0	0
Mrpl10	43.34882448	33.39700431	35.35445151	26.49424214	35.49734918	44.96913618	39.14198805
Cyp51	86.44707773	90.77709226	81.61261235	97.36633986	80.3910555	40.63877492	21.03881858
Tcf25	114.5110566	180.6576206	299.0259683	316.6061936	406.8274627	567.61043	558.7518794
Tubb6	89.20336136	31.82801753	13.87744825	17.22125739	12.52847618	2.997942412	0.489274851
Def8	28.3145501	42.81092499	49.56231519	37.09193899	52.54999732	35.97530895	30.33504074
Meox1	2.255141158	0	1.321661739	2.980602241	2.088079364	2.6648377	0.489274851
Sost	0.751713719	0.672422906	0.330415435	0	0	0	0
Nkx2-1	12.02741951	49.31101308	19.49451064	10.59769686	8.700330682	0.999314137	0.489274851
Pax9	0.25057124	0	0	0	0	0	0
Irx2	19.5445567	32.0521585	46.25816085	25.16953003	22.27284655	3.331047125	0
Col1a1	41.34425456	43.93162983	47.57982259	186.122051	17.05264814	18.6538639	3.914198805
Itga3	7.767708433	5.155242276	21.14658782	13.24712107	17.40066136	7.328303674	6.849847909
Sgca	0.25057124	0.224140969	0	0.662356053	0.348013227	0.333104712	0
Dlx3	1.002284959	0.224140969	0	0.662356053	0	0	0
Foxm1	43.59939572	37.87982368	8.921216735	7.617094615	4.176158727	1.33241885	1.957099403
Itfg2	13.02970447	12.77603521	23.12908042	21.85774976	21.92483332	10.32624609	16.63534492
Nrip2	0.50114248	0.896563874	2.973738912	3.311780267	5.568211637	23.31732987	11.25332156
Tulp3	21.04798414	22.18995588	19.49451064	19.8706816	17.40066136	7.994513099	13.21042097
Gtf2h4	42.34653952	29.58660785	16.52077173	19.53950358	21.92483332	26.648377	21.52809343
Tubb5	2147.896667	3006.851093	3543.375121	3913.530742	3527.114059	667.5418438	500.0388974
Ell2	10.02284959	1.344845811	2.312908042	2.649424214	1.392052909	27.98079585	35.22778925
Jup	12.52856199	23.5348017	57.49228563	39.07900715	33.06125659	18.6538639	51.86313417
Fkbp10	27.31226514	17.03471361	17.51201804	22.52010582	14.61655555	2.997942412	6.849847909
Klhl10	0.50114248	0.672422906	0.991246304	0	0	0.333104712	0
Nom1	18.2917005	16.81057264	16.52077173	14.9030112	8.352317455	10.32624609	17.61389462
Ergic1	46.85682184	58.50079279	85.57759757	76.8333022	69.25463223	54.96227756	78.2839761
Tnk1	0	0.224140969	0	0	0	0	0
Acap1	1.002284959	0	0.660830869	0.331178027	0.348013227	0	0
Tcea3	1.252856199	0.448281937	0.991246304	1.324712107	1.044039682	0.999314137	0.489274851
Csn3	0.25057124	0.224140969	0	0	0	0	0
Ifrd1	46.35567936	61.19048441	57.82270106	56.9626206	59.16224864	56.62780112	49.41675991
Stk38l	7.266565954	8.293215836	7.929970431	6.292382508	5.916224864	9.326931949	14.67824552
Brpf1	18.2917005	18.15541845	18.1728489	18.5459695	19.83675396	10.32624609	18.10316947
Akr1b1	210.4798414	114.311894	75.3347191	76.17094615	89.43939941	75.94787444	58.22370723
Hoxc13	0	0	0	0	0	0	0
Hoxc11	0	0	0	0	0	0	0
Hoxc8	0	0.224140969	0.330415435	0	0	0	0
Hoxc6	0.50114248	0	8.5908013	0.331178027	2.436092591	0	0
Gstt1	3.507997357	4.258678402	6.938724127	15.23418923	21.57682009	12.65797907	12.23187127
Gstt3	0.25057124	0.224140969	0.330415435	1.98706816	2.088079364	1.665523562	2.935649104
Ddt	58.88424135	58.72493376	68.7264104	62.26146903	71.34271159	75.61476973	75.83760185
Tat	0	0	0	0	0	0.333104712	0
Marveld3	0.25057124	0.224140969	0	0.331178027	0.348013227	0.333104712	0
Ddx18	101.4813521	68.13885443	30.06780455	31.13073451	22.968873	18.98696861	15.65679522
Ubl3	30.06854877	60.06977957	80.62136605	95.04809367	78.99900259	237.50366	241.7017762
Gramd2b	8.769993392	3.362114528	3.634569781	3.311780267	4.872185182	8.993827237	13.69969582
Eef1e1	115.7639128	147.7088983	120.9320491	140.4194833	184.7950237	73.94924617	44.52401141
Akt1	143.0761779	240.7274002	283.1660275	308.9890989	272.494357	127.5791049	128.1900109
Cldn15	0.25057124	0.672422906	0.660830869	0.331178027	0	0	0.489274851
Il16	0.25057124	1.344845811	0.330415435	0.99353408	0.348013227	0.333104712	10.27477186
Tcirg1	5.512567275	4.034537434	4.625816085	7.285916588	8.352317455	4.663465975	13.21042097
Naglu	4.259711076	5.827665182	8.921216735	8.279450668	15.66059523	6.328989537	11.25332156
Coasy	27.56283638	28.69004397	29.40697368	27.48777622	31.66920368	32.64426182	28.37794134
Smo	79.93222549	47.29374436	30.72863542	22.18892779	14.26854232	8.327617812	8.317672461
Tspan33	14.53313191	2.465550654	13.54703282	12.25358699	12.87648941	29.97942412	25.93156708
Crnkl1	54.12338779	50.65585889	24.7811576	23.18246187	15.312582	11.65866494	10.27477186
Rin2	12.27799075	15.01744489	21.47700325	12.91594304	10.44039682	20.31938746	22.01736828
Folh1	0.25057124	0	1.652077173	0.99353408	4.524171955	12.65797907	3.914198805
Chordc1	102.9847796	82.25973545	54.51854671	52.32612822	43.84966664	41.30498435	43.54546171
Rtcb	158.6115948	124.3982375	130.1836812	127.1723623	141.2933703	105.2610891	90.51584737
Pwp1	56.12795771	54.91453729	32.05029716	34.44251478	32.71324336	16.32213091	14.18897067
Fbxo7	10.52399207	7.62079293	13.21661739	9.935340802	14.26854232	27.31458642	19.08171917
Capns1	132.8027571	142.329515	190.3192903	205.3303766	277.7145554	201.8614558	175.6496714
Lrp3	33.82711737	57.38008794	83.59510496	79.15154839	55.68211637	39.63946078	58.71298208
Hoxd13	2.004569918	0	0.330415435	0	0	0	0
Hoxd12	0.50114248	0	0	0	0	0	0
Folr1	8.268850913	7.396651962	17.1816026	29.47484438	18.44470105	14.32350264	9.785497013
Clpb	26.30998018	20.84511007	18.50326434	25.16953003	26.10099205	35.30909952	40.12053775
Septin7	234.033538	273.0036997	213.4483708	175.5243542	143.7294629	340.7661209	545.5414585
Zdhhc4	20.04569918	26.44863429	35.02403607	28.4813103	35.49734918	20.98559689	23.48519283
Rac1	217.4958361	234.6755941	302.3301227	293.4237317	235.9529681	222.8470526	327.3248751
Nup214	15.03427439	14.12088102	20.48575695	13.5782991	11.4844365	5.995884824	19.57099403
Aif1l	50.61539044	44.60405274	19.16409521	22.18892779	21.57682009	5.329675399	10.27477186
Cpa3	0	0	1.982492608	2.649424214	3.132119046	0.333104712	0
Ltbp1	6.514852234	5.379383245	1.652077173	4.305314348	1.044039682	0.666209425	3.424923954
Ugp2	59.38538383	50.87999986	68.39599497	66.8979614	66.47052641	103.9286703	87.58019826
Kcnh6	0.25057124	0	1.982492608	2.649424214	2.088079364	1.665523562	0.489274851
